t,x,y,s,d,yaw, speed
462,1399.83,1176.42,625.57,6.17053,352.977,49.3579
463,1400.7,1176.31,626.454,6.1635,352.969,49.3596
464,1402.46,1176.09,628.222,6.14917,352.969,49.4663
465,1403.78,1175.93,629.548,6.14053,352.844,49.4815
466,1405.09,1175.76,630.875,6.13276,352.845,49.4798
467,1406.41,1175.6,632.201,6.1251,352.836,49.4815
468,1408.16,1175.38,633.969,6.11489,352.851,49.4798
469,1409.48,1175.21,635.295,6.10723,352.853,49.495
470,1410.79,1175.05,636.621,6.09958,352.844,49.4815
471,1412.11,1174.88,637.947,6.09179,352.844,49.4798
472,1413.86,1174.66,639.715,6.0817,352.844,49.3731
473,1415.18,1174.5,641.041,6.07393,352.845,49.3714
474,1416.49,1174.33,642.368,6.06627,352.851,49.4815
475,1417.81,1174.17,643.694,6.0586,352.853,49.495
476,1419.13,1174,645.02,6.05084,352.853,49.4798
477,1420.44,1173.84,646.347,6.04317,352.851,49.4815
478,1422.2,1173.62,648.115,6.03283,352.844,49.4798
479,1423.51,1173.45,649.441,6.02531,352.845,49.3731
480,1424.83,1173.29,650.767,6.01765,352.844,49.4815
481,1426.14,1173.12,652.093,6.00986,352.844,49.4798
482,1427.46,1172.96,653.419,6.0022,352.845,49.495
483,1428.34,1172.85,654.303,5.9971,352.844,49.4815
484,1429.65,1172.68,655.597,5.99048,352.845,49.495
485,1430.97,1172.52,656.922,5.99013,352.844,49.3714
486,1432.29,1172.35,658.248,5.98976,352.836,49.3731
487,1433.6,1172.19,659.574,5.98941,352.845,49.3731
488,1434.92,1172.02,660.901,5.98892,352.844,49.3714
489,1435.79,1171.91,661.785,5.98881,352.845,49.3731
490,1437.11,1171.75,663.111,5.98832,352.851,49.4798
491,1438.43,1171.58,664.437,5.98795,352.851,49.4815
492,1439.3,1171.47,665.321,5.98772,352.836,49.3731
493,1440.62,1171.31,666.648,5.98735,352.844,49.3731
494,1441.93,1171.14,667.974,5.98686,352.845,49.3849
495,1443.25,1170.98,669.3,5.98651,352.836,49.3731
496,1444.57,1170.81,670.626,5.98614,352.844,49.4815
497,1445.44,1170.7,671.51,5.98591,352.853,49.4815
498,1447.2,1170.48,673.279,5.9853,352.844,49.4798
499,1448.52,1170.32,674.605,5.98493,352.844,49.4815
500,1449.83,1170.15,675.932,5.98445,352.845,49.4933
501,1451.15,1169.99,677.257,5.98421,352.781,49.3714
502,1452.9,1169.77,679.025,5.98773,352.702,49.3868
503,1454.21,1169.6,680.351,5.9904,352.71,49.3851
504,1455.53,1169.43,681.677,5.99319,352.71,49.3868
505,1456.85,1169.26,683.002,5.99586,352.702,49.3868
506,1458.16,1169.09,684.328,5.99852,352.71,49.3868
507,1459.47,1168.92,685.654,6.0012,352.718,49.3851
508,1460.79,1168.76,686.979,6.00398,352.718,49.3868
509,1462.54,1168.53,688.747,6.00751,352.711,49.3868
510,1463.86,1168.36,690.073,6.01114,352.576,49.4008
511,1465.17,1168.19,691.399,6.01685,352.577,49.4008
512,1466.49,1168.02,692.735,6.02217,352.576,49.4008
513,1467.8,1167.85,694.061,6.02586,352.585,49.4008
514,1469.12,1167.68,695.387,6.02846,352.702,49.3868
515,1470.43,1167.51,696.712,6.02925,352.71,49.3868
516,1471.75,1167.35,698.038,6.0299,352.702,49.3868
517,1473.06,1167.18,699.364,6.03057,352.702,49.3868
518,1474.38,1167.01,700.689,6.03122,352.781,49.3851
519,1475.69,1166.84,702.016,6.02886,352.908,49.3731
520,1477.01,1166.68,703.342,6.02346,352.977,49.3579
521,1478.33,1166.52,704.668,6.01806,352.969,49.3579
522,1479.64,1166.36,705.993,6.01267,352.97,49.3579
523,1480.96,1166.2,707.319,6.00727,353.032,49.3579
524,1481.84,1166.09,708.204,6.00168,353.112,49.4667
525,1483.15,1165.93,709.529,5.99327,353.112,49.4531
526,1484.47,1165.77,710.855,5.98496,353.111,49.4531
527,1485.79,1165.61,712.18,5.97556,353.229,49.3317
528,1487.1,1165.46,713.506,5.9641,353.238,49.4537
529,1488.42,1165.3,714.832,5.95266,353.238,49.4401
530,1489.74,1165.15,716.159,5.94119,353.238,49.4401
531,1491.05,1164.99,717.485,5.92877,353.363,49.4274
532,1492.37,1164.84,718.663,5.92015,353.488,49.4149
533,1494.13,1164.64,720.431,5.939,353.701,49.4011
534,1495.44,1164.49,721.756,5.95062,353.638,49.4011
535,1496.76,1164.35,723.082,5.96127,353.764,49.3892
536,1498.08,1164.21,724.408,5.96887,353.89,49.391
537,1499.84,1164.02,726.176,5.97475,354.087,49.3659
538,1500.72,1163.93,727.06,5.97504,354.141,49.4633
539,1502.48,1163.76,728.828,5.97279,354.339,49.4659
540,1503.8,1163.63,730.154,5.96743,354.408,49.4415
541,1505.12,1163.5,731.48,5.96088,354.543,49.4297
542,1506.44,1163.37,732.806,5.95141,354.669,49.433
543,1507.76,1163.25,734.131,5.93902,354.803,49.4094
544,1509.08,1163.13,735.457,5.92447,354.808,49.5318
545,1510.4,1163.01,736.784,5.90894,354.935,49.522
546,1511.72,1162.9,738.11,5.89039,355.055,49.3901
547,1513.04,1162.78,739.435,5.86989,355.055,49.4037
548,1514.36,1162.67,740.761,5.84938,355.055,49.4037
549,1515.68,1162.56,742.087,5.82876,355.061,49.3889
550,1517.01,1162.44,743.414,5.80816,355.061,49.5113
551,1518.33,1162.33,744.74,5.78765,355.061,49.5113
552,1519.65,1162.21,745.92,5.77695,355.069,49.4977
553,1520.97,1162.1,747.246,5.78976,355.069,49.5113
554,1521.85,1162.02,748.13,5.79833,355.061,49.5125
555,1523.61,1161.87,749.899,5.81532,355.061,49.4989
556,1524.49,1161.8,750.782,5.82384,355.055,49.3889
557,1525.81,1161.68,752.108,5.83665,355.055,49.4025
558,1527.13,1161.57,753.434,5.84946,355.063,49.4025
559,1528.45,1161.45,754.759,5.86229,355.063,49.3889
560,1529.78,1161.34,756.085,5.87607,354.929,49.412
561,1531.1,1161.22,757.411,5.89194,354.929,49.3996
562,1532.42,1161.1,758.737,5.90767,354.929,49.3984
563,1533.74,1160.99,760.064,5.9245,354.808,49.5318
564,1535.06,1160.87,761.39,5.94329,354.808,49.5182
565,1536.38,1160.75,762.716,5.96207,354.808,49.5318
566,1537.7,1160.63,764.043,5.98084,354.808,49.5318
567,1539.02,1160.51,765.368,5.9997,354.795,49.4094
568,1540.34,1160.38,766.694,6.01945,354.675,49.5418
569,1541.66,1160.26,768.02,6.04136,354.669,49.4194
570,1542.98,1160.14,769.345,6.06313,354.669,49.433
571,1544.3,1160.02,770.671,6.08504,354.668,49.4194
572,1545.62,1159.89,771.996,6.10694,354.676,49.4194
573,1546.94,1159.77,773.412,6.1187,354.669,49.433
574,1548.26,1159.65,774.737,6.11914,354.803,49.4082
575,1549.58,1159.53,776.063,6.11852,354.866,49.4218
576,1550.9,1159.41,777.39,6.11691,354.866,49.4218
577,1552.22,1159.29,778.716,6.11533,354.858,49.4094
578,1553.55,1159.17,780.043,6.11372,354.866,49.423
579,1554.43,1159.09,780.927,6.1113,354.935,49.522
580,1555.75,1158.98,782.253,6.10568,355.069,49.5113
581,1557.07,1158.87,783.579,6.09814,355.055,49.3901
582,1558.39,1158.75,784.905,6.09046,355.055,49.4025
583,1559.71,1158.64,786.23,6.08193,355.19,49.3933
584,1561.03,1158.53,787.556,6.07134,355.19,49.3796
585,1562.35,1158.42,788.881,6.05978,355.316,49.3842
586,1563.23,1158.35,789.765,6.05042,355.461,49.4843
587,1564.56,1158.25,791.091,6.03378,355.582,49.3669
588,1565.88,1158.15,792.417,6.0141,355.716,49.3576
589,1567.2,1158.05,793.743,5.99141,355.779,49.4584
590,1568.08,1157.98,794.627,5.97694,355.776,49.4665
591,1569.4,1157.88,795.952,5.95435,355.784,49.4665
592,1570.73,1157.79,797.277,5.93176,355.784,49.4529
593,1572.05,1157.69,798.433,5.91461,355.784,49.4529
594,1572.93,1157.62,799.317,5.92449,355.708,49.3439
595,1574.25,1157.53,800.642,5.93989,355.708,49.3439
596,1575.57,1157.43,801.968,5.95528,355.716,49.3439
597,1576.9,1157.33,803.294,5.96964,355.903,49.4594
598,1578.22,1157.23,804.621,5.98193,355.911,49.4584
599,1579.1,1157.17,805.505,5.9898,355.847,49.4448
600,1580.42,1157.08,806.831,6.00209,355.847,49.4448
601,1581.75,1156.98,808.158,6.01438,355.839,49.4448
602,1582.63,1156.92,809.042,6.02236,355.911,49.4507
603,1583.95,1156.82,810.368,6.03563,355.911,49.4584
604,1585.28,1156.73,811.694,6.04597,355.974,49.4507
605,1586.16,1156.67,812.579,6.05286,356.037,49.4507
606,1587.48,1156.58,813.905,6.06016,356.101,49.4431
607,1588.8,1156.49,815.231,6.06745,356.108,49.4286
608,1589.68,1156.43,816.115,6.07239,356.1,49.4431
609,1591.01,1156.34,817.441,6.07968,356.1,49.4431
610,1591.89,1156.28,818.325,6.08463,356.108,49.4431
611,1593.21,1156.19,819.651,6.09192,356.101,49.4431
612,1594.1,1156.13,820.535,6.09675,356.108,49.4286
613,1595.42,1156.04,821.861,6.10417,356.108,49.4295
614,1596.74,1155.95,823.187,6.11146,356.1,49.4295
615,1597.62,1155.89,824.232,6.1169,355.974,49.4507
616,1598.94,1155.79,825.558,6.0933,355.969,49.3281
617,1600.27,1155.7,826.883,6.07066,355.843,49.3359
618,1601.15,1155.63,827.766,6.05722,355.708,49.3439
619,1602.47,1155.53,829.092,6.04066,355.587,49.4622
620,1603.79,1155.43,830.418,6.02702,355.453,49.4843
621,1605.11,1155.32,831.743,6.01639,355.258,49.3842
622,1606.43,1155.21,833.069,6.0099,355.132,49.3796
623,1607.76,1155.1,834.395,6.00632,354.998,49.4037
624,1608.64,1155.02,835.279,6.00589,354.866,49.3996
625,1609.96,1154.9,836.605,6.00835,354.74,49.423
626,1611.28,1154.78,837.93,6.01374,354.605,49.4194
627,1612.6,1154.65,839.256,6.02327,354.408,49.4415
628,1613.92,1154.52,840.583,6.0357,354.282,49.4659
629,1615.23,1154.38,841.908,6.05212,354.156,49.4619
630,1616.55,1154.25,843.234,6.0717,353.953,49.4745
631,1617.43,1154.15,844.117,6.08746,353.882,49.3774
632,1618.75,1154.01,845.443,6.11297,353.756,49.3892
633,1620.07,1153.86,846.768,6.14151,353.559,49.4011
634,1621.39,1153.71,848.095,6.17407,353.488,49.4149
635,1622.7,1153.56,849.42,6.20866,353.363,49.4274
636,1624.02,1153.41,850.745,6.24422,353.37,49.4258
637,1625.34,1153.26,852.298,6.27057,353.363,49.441
638,1626.65,1153.1,853.624,6.25812,353.363,49.441
639,1627.97,1152.95,854.949,6.24581,353.434,49.4274
640,1628.85,1152.85,855.833,6.23552,353.496,49.4149
641,1630.17,1152.7,857.158,6.21811,353.622,49.4011
642,1631.48,1152.56,858.484,6.19864,353.693,49.5113
643,1632.8,1152.41,859.81,6.17916,353.692,49.4977
644,1634.12,1152.26,861.136,6.15968,353.755,49.4977
645,1635.44,1152.12,862.462,6.1373,353.889,49.486
646,1636.32,1152.03,863.345,6.12109,353.953,49.391
647,1637.63,1151.89,864.67,6.0935,354.079,49.4881
648,1638.95,1151.75,865.996,6.063,354.212,49.4619
649,1639.83,1151.67,866.879,6.04073,354.353,49.4645
650,1641.15,1151.54,868.204,6.00429,354.479,49.4402
651,1642.47,1151.41,869.529,5.9647,354.606,49.4433
652,1643.35,1151.33,870.413,5.93637,354.669,49.433
653,1644.67,1151.21,871.737,5.89182,354.795,49.4094
654,1645.99,1151.09,873.063,5.84423,354.935,49.522
655,1647.31,1150.97,874.388,5.79362,355.063,49.3889
656,1648.19,1150.9,875.271,5.75815,355.132,49.4885
657,1649.52,1150.79,876.495,5.70861,355.196,49.5021
658,1650.4,1150.71,877.139,5.72494,355.258,49.3796
659,1651.72,1150.61,878.465,5.74541,355.385,49.3754
660,1653.04,1150.5,879.791,5.76576,355.389,49.4843
661,1654.36,1150.39,881.117,5.78721,355.384,49.3842
662,1655.24,1150.32,882.002,5.79939,355.455,49.4832
663,1656.57,1150.22,883.328,5.81585,355.582,49.4747
664,1657.45,1150.15,884.211,5.82615,355.587,49.4747
665,1658.77,1150.05,885.537,5.84162,355.582,49.4758
666,1659.65,1149.98,886.421,5.85193,355.587,49.4758
667,1660.97,1149.88,887.746,5.86728,355.587,49.4747
668,1661.85,1149.81,888.63,5.87758,355.582,49.3658
669,1663.17,1149.71,889.956,5.89306,355.587,49.4747
670,1664.06,1149.64,890.839,5.90336,355.582,49.3658
671,1665.38,1149.54,892.165,5.91884,355.582,49.3669
672,1666.26,1149.47,893.049,5.92914,355.582,49.3669
673,1667.58,1149.37,894.375,5.9445,355.582,49.3658
674,1668.46,1149.3,895.259,5.95473,355.582,49.4747
675,1669.79,1149.2,896.585,5.97021,355.574,49.4758
676,1670.67,1149.13,897.469,5.98051,355.582,49.4747
677,1671.99,1149.03,898.795,5.99794,355.448,49.4843
678,1673.31,1148.92,900.12,6.01641,355.384,49.3618
679,1674.19,1148.85,901.005,6.03066,355.321,49.4931
680,1675.51,1148.74,902.331,6.05211,355.321,49.4795
681,1676.39,1148.67,903.215,6.06643,355.329,49.4931
682,1677.72,1148.56,904.541,6.08776,355.321,49.4795
683,1679.04,1148.45,905.994,6.08359,355.321,49.3706
684,1679.92,1148.38,906.879,6.07921,355.321,49.4795
685,1681.24,1148.27,908.205,6.0728,355.329,49.3706
686,1682.12,1148.2,909.09,6.06829,355.321,49.4795
687,1683.44,1148.09,910.415,6.06188,355.321,49.3706
688,1684.77,1147.98,911.741,6.05538,355.322,49.3842
689,1686.09,1147.88,913.068,6.04889,355.326,49.4931
690,1686.97,1147.81,913.952,6.04447,355.33,49.3831
691,1688.29,1147.7,915.278,6.03797,355.326,49.4931
692,1689.61,1147.59,916.605,6.03147,355.321,49.4931
693,1690.93,1147.48,917.93,6.02507,355.321,49.3706
694,1691.82,1147.41,918.815,6.02057,355.329,49.4784
695,1693.14,1147.3,920.14,6.01415,355.321,49.3706
696,1694.46,1147.19,921.467,6.00766,355.322,49.3842
697,1695.78,1147.09,922.794,6.00108,355.321,49.4931
698,1696.66,1147.01,923.677,5.99686,355.33,49.3842
699,1697.98,1146.9,925.004,5.99016,355.321,49.4931
700,1698.87,1146.83,925.888,5.98586,355.322,49.4931
701,1700.19,1146.72,927.215,5.97936,355.321,49.4931
702,1701.51,1146.62,928.541,5.97287,355.329,49.4931
703,1702.83,1146.51,929.866,5.96634,355.321,49.3706
704,1703.71,1146.44,930.751,5.96195,355.321,49.4931
705,1705.03,1146.33,932.077,5.95555,355.321,49.3706
706,1706.36,1146.22,933.341,5.96079,355.329,49.3706
707,1707.68,1146.11,934.667,5.96809,355.321,49.3706
708,1708.56,1146.04,935.551,5.97306,355.321,49.3706
709,1709.88,1145.93,936.877,5.98048,355.385,49.3842
710,1711.2,1145.83,938.203,5.98485,355.511,49.3754
711,1712.08,1145.76,939.088,5.98574,355.582,49.4747
712,1713.41,1145.66,940.414,5.98512,355.714,49.4665
713,1714.73,1145.56,941.74,5.98346,355.708,49.4665
714,1715.61,1145.5,942.62,5.97973,356.336,48.9927
715,1716.92,1145.43,943.934,5.94694,357.649,49.1424
716,1718.24,1145.39,945.251,5.88783,358.759,49.235
717,1719.12,1145.38,946.131,5.83499,359.42,49.3335
718,1720.44,1145.37,947.449,5.73968,0.134964,49.3153
719,1721.32,1145.38,948.329,5.6668,0.578804,49.3309
720,1722.65,1145.4,949.648,5.54631,1.16542,49.4461
721,1723.53,1145.42,950.527,5.4574,1.62322,49.4562
722,1724.86,1145.46,951.845,5.31391,2.13749,49.4705
723,1725.74,1145.5,952.723,5.21308,2.27445,49.3654
724,1727.06,1145.55,954.04,5.05668,2.6593,49.4888
725,1728.39,1145.62,955.355,4.89343,2.85564,49.3765
726,1729.27,1145.66,956.232,4.78151,2.98654,49.5055
727,1730.59,1145.73,957.547,4.61229,2.97864,49.5047
728,1731.48,1145.78,958.424,4.49941,2.98695,49.5055
729,1732.8,1145.84,959.657,4.33598,2.97904,49.3957
730,1733.68,1145.89,960.536,4.23956,2.92651,49.3964
731,1735.01,1145.95,961.853,4.09911,2.79673,49.3848
732,1736.33,1146.02,963.171,3.95847,2.72892,49.3712
733,1737.21,1146.06,964.049,3.86613,2.66556,49.3848
734,1738.54,1146.12,965.367,3.73164,2.40109,49.3743
735,1739.42,1146.16,966.246,3.6462,2.20593,49.3518
736,1740.74,1146.21,967.565,3.52055,2.08701,49.3482
737,1741.62,1146.24,968.444,3.43918,1.94186,49.3575
738,1742.51,1146.27,969.324,3.35983,1.76189,49.3403
739,1743.83,1146.3,970.643,3.24624,1.56186,49.3471
740,1744.71,1146.33,971.524,3.17274,1.36504,49.3442
741,1746.04,1146.36,972.844,3.06818,1.16556,49.3253
742,1746.92,1146.37,973.724,3.00064,0.976257,49.3372
743,1748.24,1146.39,975.045,2.9051,0.784927,49.3335
744,1749.13,1146.4,975.927,2.84348,0.578163,49.4413
745,1750.45,1146.41,977.249,2.75677,0.32473,49.4393
746,1751.34,1146.42,978.131,2.7024,0.198235,49.3294
747,1752.66,1146.42,979.453,2.62459,359.937,49.4382
748,1753.55,1146.42,980.335,2.57619,359.802,49.3291
749,1754.87,1146.41,981.658,2.5074,359.541,49.4393
750,1755.75,1146.4,982.54,2.46485,359.421,49.3309
751,1757.08,1146.39,983.864,2.4052,359.153,49.4429
752,1757.96,1146.37,984.746,2.36862,359.025,49.3351
753,1758.85,1146.36,985.63,2.33503,358.835,49.4482
754,1760.17,1146.33,986.953,2.28836,358.636,49.328
755,1761.05,1146.31,987.837,2.26074,358.438,49.4562
756,1761.94,1146.28,988.72,2.23525,358.311,49.4593
757,1762.82,1146.25,989.603,2.21172,358.187,49.4626
758,1763.7,1146.22,990.487,2.19122,357.923,49.3613
759,1765.03,1146.17,991.83,2.15998,357.599,49.4789
760,1765.91,1146.13,992.713,2.14147,357.412,49.4888
761,1766.79,1146.09,993.597,2.12492,357.263,49.3718
762,1767.68,1146.05,994.481,2.11031,357.147,49.4992
763,1769,1145.98,995.807,2.09099,357.014,49.5055
764,1769.88,1145.93,996.691,2.0804,356.95,49.5113
765,1770.77,1145.89,997.574,2.0689,356.95,49.3964
766,1771.65,1145.84,998.458,2.05929,356.887,49.3886
767,1772.53,1145.79,999.342,2.05065,356.749,49.4083
768,1773.41,1145.74,1000.23,2.04311,356.752,49.5037
769,1774.74,1145.67,1001.55,2.0317,356.748,49.4083
770,1775.62,1145.62,1002.44,2.02422,356.749,49.4083
771,1776.5,1145.57,1003.32,2.01663,356.76,49.3939
772,1777.38,1145.52,1004.2,2.00908,356.753,49.4083
773,1778.27,1145.47,1005.09,2.00154,356.756,49.3946
774,1779.15,1145.42,1005.97,1.99387,356.753,49.5173
775,1780.47,1145.34,1007.3,1.98266,356.757,49.4083
776,1781.36,1145.29,1008.18,1.97506,356.748,49.3946
777,1782.24,1145.24,1009.07,1.96751,356.753,49.5173
778,1783.56,1145.17,1010.39,1.95617,356.749,49.4083
779,1784.44,1145.12,1011.27,1.9487,356.748,49.3946
780,1785.33,1145.07,1012.16,1.94109,356.756,49.4075
781,1786.65,1144.99,1013.48,1.92988,356.748,49.4083
782,1787.53,1144.94,1014.37,1.92228,356.757,49.4075
783,1788.85,1144.87,1015.69,1.91106,356.749,49.4083
784,1789.74,1144.82,1016.57,1.90347,356.756,49.3939
785,1790.62,1144.77,1017.46,1.89598,356.748,49.4083
786,1791.94,1144.69,1018.78,1.88464,356.756,49.4075
787,1792.82,1144.64,1019.58,1.9133,356.749,49.4083
788,1794.15,1144.57,1020.91,1.95891,356.947,49.4022
789,1795.03,1144.52,1021.79,1.98667,357.073,49.3827
790,1795.91,1144.48,1022.67,2.01236,357.208,49.3901
791,1797.23,1144.42,1024,2.04601,357.533,49.3797
792,1798.12,1144.38,1024.88,2.06377,357.786,49.3703
793,1799,1144.35,1025.76,2.07749,358.048,49.3477
794,1800.32,1144.31,1027.09,2.09013,358.371,49.4597
795,1801.2,1144.29,1027.96,2.09587,358.499,49.2242
796,1802.08,1144.26,1028.84,2.09985,358.624,49.0033
797,1803.38,1144.23,1030.15,2.10074,358.88,48.7796
798,1804.25,1144.22,1031.02,2.09879,359.005,48.5454
799,1805.54,1144.2,1032.31,2.09203,359.267,48.2004
800,1806.4,1144.19,1033.17,2.08427,359.404,48.0897
801,1807.68,1144.18,1034.45,2.06877,359.597,47.5279
802,1808.96,1144.17,1035.72,2.04643,0,47.3083
803,1809.8,1144.17,1036.57,2.02785,0.14119,47.09
804,1811.06,1144.18,1037.83,1.99577,0.408928,46.8589
805,1812.32,1144.19,1039.08,1.95881,0.621986,46.7506
806,1813.15,1144.2,1039.91,1.93161,0.758347,46.5334
807,1814.39,1144.22,1041.15,1.8859,1.04385,46.3047
808,1815.63,1144.25,1042.39,1.83547,1.32317,45.981
809,1816.85,1144.28,1043.61,1.77911,1.54592,45.5499
810,1817.66,1144.3,1044.43,1.73922,1.70023,45.3214
811,1818.88,1144.34,1045.64,1.67615,1.98607,45.106
812,1820.09,1144.38,1046.84,1.60516,2.28893,45.0091
813,1821.28,1144.44,1047.86,1.59172,2.59304,44.678
814,1822.08,1144.47,1048.65,1.63199,2.74735,44.4512
815,1823.26,1144.53,1049.83,1.68816,2.99038,44.0066
816,1824.05,1144.58,1050.62,1.72171,3.22091,44.0182
817,1825.22,1144.64,1051.79,1.76773,3.46035,43.5883
818,1826,1144.69,1052.57,1.79539,3.54148,43.5821
819,1827.15,1144.77,1053.73,1.8343,3.79532,43.153
820,1827.92,1144.82,1054.5,1.8573,3.87816,43.1602
821,1829.07,1144.9,1055.65,1.88918,4.04966,42.8272
822,1829.84,1144.95,1056.42,1.90836,4.22102,42.7271
823,1830.97,1145.04,1057.56,1.93312,4.39077,42.5028
824,1831.72,1145.1,1058.31,1.94743,4.48245,42.1857
825,1832.85,1145.18,1059.44,1.96915,4.59197,41.9679
826,1833.6,1145.25,1060.19,1.98086,4.68873,41.7455
827,1834.71,1145.34,1061.31,1.99838,4.70472,41.5278
828,1835.45,1145.4,1062.05,2.01047,4.73898,41.3011
829,1836.55,1145.49,1063.15,2.02703,4.76569,41.0698
830,1837.65,1145.58,1064.26,2.04085,4.94367,40.97
831,1838.37,1145.64,1064.98,2.04768,5.04684,40.653
832,1839.46,1145.74,1066.07,2.05546,5.23951,40.4329
833,1840.18,1145.81,1066.8,2.05877,5.41544,40.4566
834,1841.25,1145.91,1067.87,2.06139,5.46066,39.9932
835,1841.96,1145.98,1068.59,2.06197,5.62515,40.1124
836,1843.03,1146.09,1069.65,2.06028,5.68039,39.5703
837,1843.73,1146.16,1070.36,2.05901,5.70596,39.5703
838,1844.43,1146.23,1071.07,2.05735,5.72874,39.3379
839,1845.12,1146.3,1071.77,2.05519,5.75467,39.1219
840,1845.82,1146.37,1072.46,2.05295,5.77792,38.8896
841,1846.51,1146.44,1073.16,2.05022,5.81152,38.6737
842,1847.2,1146.51,1073.85,2.04739,5.83909,38.6737
843,1848.22,1146.61,1074.88,2.04232,5.87885,38.2241
844,1848.9,1146.68,1075.49,2.04098,5.89673,38.2255
845,1849.24,1146.72,1075.83,2.0509,5.91365,38.0068
846,1849.91,1146.79,1076.51,2.07022,5.95914,37.7773
847,1850.92,1146.89,1077.52,2.09868,5.99374,37.56
848,1851.59,1146.96,1078.19,2.11696,6.02049,37.3292
849,1852.25,1147.03,1078.86,2.13413,6.21589,37.3544
850,1852.91,1147.1,1079.52,2.14968,6.25249,37.1373
851,1853.57,1147.18,1080.18,2.16469,6.36704,36.8929
852,1854.22,1147.25,1080.84,2.17739,6.48989,36.7015
853,1854.87,1147.33,1081.49,2.18885,6.68026,36.714
854,1855.52,1147.4,1082.14,2.19869,6.72092,36.375
855,1856.16,1147.48,1082.79,2.20802,6.84936,36.1596
856,1856.8,1147.56,1083.43,2.21499,6.96683,35.9423
857,1857.44,1147.63,1084.08,2.22159,7.0106,35.7255
858,1858.07,1147.71,1084.72,2.22695,7.21865,35.739
859,1858.7,1147.79,1085.35,2.23068,7.27405,35.5223
860,1859.33,1147.87,1085.98,2.23389,7.37492,35.2903
861,1859.95,1147.95,1086.61,2.23477,7.52175,35.0895
862,1860.57,1148.04,1087.24,2.23513,7.56875,34.8729
863,1861.19,1148.12,1087.86,2.23496,7.61783,34.6428
864,1861.8,1148.2,1088.48,2.23438,7.65627,34.411
865,1862.41,1148.28,1089.09,2.23316,7.7179,34.1963
866,1863.01,1148.36,1089.7,2.23141,7.76736,33.9798
867,1863.61,1148.45,1090.3,2.22913,7.81904,33.7499
868,1864.51,1148.57,1091.21,2.22299,8.16205,33.5486
869,1865.1,1148.66,1091.8,2.21565,8.32387,33.3343
870,1865.68,1148.74,1092.4,2.20741,8.40606,33.0121
871,1866.26,1148.83,1092.98,2.19875,8.52998,32.7805
872,1866.84,1148.92,1093.57,2.18778,8.68176,32.5807
873,1867.7,1149.05,1094.44,2.17053,8.77129,32.4728
874,1868.27,1149.14,1095.02,2.15824,8.83449,32.2433
875,1868.84,1149.22,1095.59,2.14543,8.89481,32.041
876,1869.68,1149.36,1096.44,2.12502,8.98878,31.4901
877,1870.23,1149.44,1097,2.111,9.05122,31.2587
878,1870.78,1149.53,1097.56,2.09634,9.11851,31.0295
879,1871.6,1149.66,1098.39,2.07344,9.21723,30.9373
880,1872.14,1149.75,1098.93,2.05732,9.29942,30.6004
881,1872.68,1149.84,1099.48,2.04081,9.37043,30.3691
882,1873.21,1149.93,1100.02,2.02364,9.43825,30.1536
883,1874,1150.06,1100.82,1.99678,9.54619,29.7114
